PLEKHJ1,Plekhj1
LMX1A,Lmx1a
C9,C9
ZNF609,Zfp609
LURAP1,Lurap1
RNF152,Rnf152
PHPT1,Phpt1
WNT9A,Wnt9a
OR2T6,Olfr720
FMN2,Fmn2
ZHX3,Zhx3
KRTAP3-1,Krtap3-1
HPGD,Hpgd
S100A13,S100a13
TSPY8,
MYB,Myb
FAM9B,
LIMD1,Limd1
LAPTM4A,Laptm4a
LZIC,Lzic
OR5AS1,Olfr1111
TSPAN3,Tspan3
ATP6V0E2,Atp6v0e2
CYP3A7,Cyp3a13
OR4K5,Olfr729
PLA2G15,Pla2g15
PIM3,Pim3
LIFR,Lifr
TONSL,Tonsl
PTGER4,Ptger4
UBE2B,Ube2b
NHSL2,Nhsl2
HIST1H2AE,Hist1h2ai
WASHC4,Washc4
ZNF676,Zfp273
ETV4,Etv4
ABHD1,
PPP1R3G,Ppp1r3g
ZCCHC7,Zcchc7
DDRGK1,Ddrgk1
ZNF282,Zfp282
STAT5A,Stat5a
CYP4Z1,
SLC4A1AP,Slc4a1ap
CDH15,Cdh15
QSOX2,Qsox2
MAP1A,Map1a
ZNF513,Zfp513
PRODH,Prodh
CFP,Cfp
FAM168B,Fam168b
PGGHG,Pgghg
INTS2,Ints2
MAT1A,Mat1a
TAGLN,Tagln
OR2T1,Olfr31
TSKS,Tsks
SPC25,Spc25
ABHD17B,Abhd17b
VMAC,Vmac
EPHA3,Epha3
KLRC3,
AKAP12,Akap12
PAGE4,
PDF,Pdf
GRSF1,Grsf1
LDLRAD3,Ldlrad3
MMP2,Mmp2
ARHGAP26,Arhgap26
KLHL30,Klhl30
GTF3C4,Gtf3c4
FAM72B,
METTL4,Mettl4
TNFSF15,Tnfsf15
ARHGAP22,Arhgap22
TMEM240,Tmem240
MEGF8,Megf8
WFDC2,Wfdc2
EPDR1,Epdr1
ATP6V1E2,Atp6v1e2
GCLM,Gclm
C26H22orf29,
ZNF616,Zfp992
EPHX2,Ephx2
OTOS,Otos
POLR2H,Polr2h
TNFSF13,Tnfsf13
RPS27L,Rps27l
MAPKAP1,Mapkap1
CPPED1,Cpped1
MTERF3,Mterf3
KCNV1,Kcnv1
COL2A1,Col2a1
INPP4B,Inpp4b
OMG,Omg
C10orf67,
C10H15ORF58,Ttll13
LOC101060085,
FOXB1,Foxb1
ZNF397,Zfp397
BOK,Bok
CTTNBP2NL,Cttnbp2nl
TOR1B,Tor1b
MED6,Med6
SMC5,Smc5
KCNJ1,Kcnj1
IL13RA2,Il13ra2
ANKUB1,Ankub1
BHLHB9,Bhlhb9
TBC1D8,Tbc1d8
PEX11B,Pex11b
SEC62,Sec62
MRPL11,Mrpl11
MAGEB3,
ZNF615,
TBCK,Tbck
MYO10,Myo10
KMT2B,Kmt2b
SYT4,Syt4
CYP4F8,Cyp4f15
ZNF558,Zfp558
ZSCAN29,Zscan29
TSR2,Tsr2
MMD2,Mmd2
ZNF25,Zfp9
PPID,Ppid
TNFRSF6B,
ATP11A,Atp11a
S1PR5,S1pr5
TCTN3,Tctn3
PCLO,Pclo
DPP8,Dpp8
SPINT3,
DEF6,def6a
CDK3,
CFHR4,
ZNF800,Zfp800
FAM149A,Fam149a
MC4R,Mc4r
POLR3G,Polr3g
PRDX2,Prdx2
CHMP4B,Chmp4b
BCL3,Bcl3
MRPL44,Mrpl44
DEFB110,
NRP2,Nrp2
YWHAQ,Ywhaq-ps3
ZNF540,
RCN1,Rcn1
STIMATE,
CCT8,Cct8
IDH1,Idh1
SPPL2B,Sppl2b
GLRA2,Glra2
CFAP20,Cfap20
TTC28,Ttc28
IL5,Il5
LOC100996637,
ZYG11B,Zyg11b
KCTD12,Kctd12
EPHX4,Ephx4
LAT2,Lat2
ABHD16A,Abhd16a
STAR,Star
MYBPC2,Mybpc2
TMEM8B,Tmem8b
ATG16L2,Atg16l2
BPIFB2,Bpifb2
IFNL2,
GGA3,Gga3
RAB4B,Rab4b
NME1-NME2,Gm5566
H2BFWT,
ZCCHC18,Zcchc18
TSPAN8,Tspan8
MMP15,Mmp15
RNGTT,Rngtt
NDUFB9,Ndufb9
CHN1,Chn1
FAM49A,Fam49a
CSPP1,Cspp1
MIS12,Mis12
TRAF6,Traf6
UCN,Ucn
C1H3ORF38,4930453N24Rik
INS,Ins2
FAM98C,Fam98c
TUBA3D,
HOGA1,Hoga1
CYGB,Cygb
OAZ1,Oaz1
P4HTM,P4htm
ARMT1,Armt1
CDKL1,Cdkl1
GLYATL2,
SRM,Srm
SMPD2,Smpd2
MKX,Mkx
BDKRB1,Bdkrb1
NAGPA,Nagpa
HOXD3,Hoxd3
CCDC116,Ccdc116
IGSF9,Igsf9
MUTYH,Mutyh
CDK10,Cdk10
PISD,Pisd
SLC22A14,Slc22a14
GPR12,Gpr12
PTPN1,Ptpn1
LOC101060236,
OR52L1,Olfr685
ZNF345,
SLC39A5,Slc39a5
KCNE1B,Kcne1
CPNE3,Cpne3
RPAP2,Rpap2
QTRT1,Qtrt1
ST6GALNAC2,St6galnac2
UROC1,Uroc1
AP1G2,Ap1g2
SMIM9,
RUNDC1,Rundc1
SLC35E4,Slc35e4
FOXB2,
SLC9B1,Slc9b1
ALDH3B1,Aldh3b1
CHRD,Chrd
NLRC5,Nlrc5
PCM1,Pcm1
RAN,Ran
NSL1,Nsl1
LIN52,Lin52
RNF103,Rnf103
SGCD,Sgcd
KRT12,Krt12
CHMP1B,Chmp1b
MRPL45,Mrpl45
C23H6orf106,
IL15RA,Il15ra
NEURL4,Neurl4
CHRM5,Chrm5
GTF3A,Gtf3a
SPAG16,Spag16
GCDH,Gcdh
C11H2orf81,1700003E16Rik
NAT2,Nat1
ADCK2,Adck2
ACAD10,Acad10
CFAP100,Cfap100
TFPI2,Tfpi2
RRAD,Rrad
VWC2L,Vwc2l
LST1,
TMTC4,Tmtc4
ZBTB44,Zbtb44
ZRANB2,
HGD,Hgd
NOL7,Nol7
SELENOM,Selenom
VSTM2L,Vstm2l
OR6C6,Olfr804
KCNJ9,Kcnj9
DNAJC15,Dnajc15
RBM17,Rbm17
PHKG2,Phkg2
FSCN1,Fscn1
HIKESHI,Hikeshi
LY6G6F,Ly6g6f
ZNF24,Zfp24
NIPBL,Nipbl
SLC9C1,Slc9c1
ITM2A,Itm2a
DDX20,Ddx20
TOP3A,Top3a
JAZF1,Jazf1
EXD1,Exd1
INAFM1,Inafm1
KDM5D,Kdm5d
GNA14,Gna14
MARCH2,March2
FMO2,Fmo2
ZNF32,Zfp637
FAM120AOS,
FKBP10,Fkbp10
RIT1,Rit1
STX2,Stx2
RAB39B,Rab39b
CCL14,
RACK1,Rack1
VENTX,
FKBP9,Fkbp9
CMTR2,Cmtr2
BATF,Batf
HSCB,Hscb
SLC11A2,Slc11a2
SPSB1,Spsb1
CPB2,Cpb2
WDR48,Wdr48
OGFOD3,Ogfod3
SC5D,Sc5d
UBTD2,Ubtd2
ARHGEF1,Arhgef1
TMUB2,Tmub2
SRPRB,Srprb
LRP10,Lrp10
OCRL,Ocrl
RNF24,Rnf24
IFNG,Ifng
NKAPL,Nkapl
LIG4,Lig4
SEC31A,Sec31a
IFI27,
PRR3,Prr3
ALDH6A1,Aldh6a1
ZNF576,
B9D2,B9d2
ELAC1,Elac1
CDK1,Cdk1
SLC22A16,Slc22a16
PRAMEF12,Pramef12
DSTYK,Dstyk
NKX2-2,Nkx2-2
ZFAND3,Zfand3
KIAA1671,
FITM2,Fitm2
ADORA3,Adora3
SLC39A6,Slc39a6
ARSF,
BCL7B,Bcl7b
C13H20orf196,1110034G24Rik
KIAA2012,Gm973
LOC100287823,
ABCF2,Abcf2
PDIA2,Pdia2
CLINT1,Clint1
BRAP,Brap
KY,Ky
CDH18,Cdh18
FXN,Fxn
GCA,Gca
MAD2L2,Mad2l2
ZNF814,
OR4E2,Olfr1509
RPRD1B,Rprd1b
USP4,Usp4
TMEM9B,Tmem9b
GPR15,Gpr15
NPHS1,Nphs1
LOC390937,Gm4881
TM7SF3,Tm7sf3
TDO2,Tdo2
NUP50,Nup50
EPSTI1,Epsti1
PCBP1,Pcbp1
SLC7A10,Slc7a10
PSMC4,Psmc4
PRPF8,Prpf8
SGSM3,Sgsm3
CTDP1,Ctdp1
MTHFD1L,Mthfd1l
ZNF516,Zfp516
SULT1A1,
TET3,Tet3
PSMD13,Psmd13
HS3ST3A1,Hs3st3a1
FGF7,Fgf7
MBTPS1,Mbtps1
TOPORS,Topors
CUL4A,Cul4a
LOC100996290,
G0S2,G0s2
FBXL21,Fbxl21
SYNGR2,Syngr2
KRTAP26-1,Krtap26-1
AZI2,Azi2
NRAS,Nras
ID2,Id2
KLHDC4,Klhdc4
ZNF625,
CAMKV,Camkv
PDP1,Pdp1
POU3F3,Pou3f3
LSM11,Lsm11
KLK15,Klk15
C11H2orf74,1700093K21Rik
TBC1D21,Tbc1d21
UPK3B,Upk3b
KHSRP,Khsrp
TMEM14A,Tmem14a
GOT1,Got1
DTWD1,Dtwd1
KLHL9,Klhl9
CABIN1,Cabin1
HOXB6,Hoxb6
SAMD4B,Samd4b
MRPS25,Mrps25
WDR60,Wdr60
OR4D1,Olfr464
KRT85,
BASP1,Basp1
SRI,Sri
HEXDC,Hexdc
MARCH3,March3
MRGBP,Mrgbp
SRPX,Srpx
MICALL1,Micall1
C13H20orf202,Tmem74bos
FAM214B,Fam214b
ATG4B,Atg4b
SRPX2,Srpx2
QRSL1,Qrsl1
BAG2,Bag2
RNF31,Rnf31
ATP5L2,
C3H1orf228,Gm1661
KATNB1,Katnb1
CCDC54,Ccdc54
ZBTB1,Zbtb1
MT1X,
MFSD6L,Mfsd6l
FBXO22,Fbxo22
REEP3,Reep3
OR2A7,Olfr13
ADAT2,Adat2
ENPP1,Enpp1
CHRNB1,Chrnb1
LSR,Lsr
PRSS22,Prss22
PIBF1,Pibf1
LTK,Ltk
OPA1,Opa1
KCNJ5,Kcnj5
KIFAP3,Kifap3
PARL,Parl
BAZ1B,Baz1b
PCNX1,Pcnx
HIST1H2BK,Hist1h2bk
DNAJC24,Dnajc24
ZNF202,Zfp202
NEMP2,Nemp2
DRGX,
MBTD1,Mbtd1
FADS6,Fads6
L1TD1,
CCDC115,Ccdc115
ERMP1,Ermp1
SPO11,Spo11
ZNF556,
C8B,C8b
FRRS1L,Frrs1l
PIGQ,Pigq
UCN2,Ucn2
LIPN,Lipn
DIAPH2,
SNUPN,Snupn
OR6N2,Olfr430
BEND3,Bend3
PGAP3,Pgap3
GPATCH2L,Gpatch2l
ALDOB,Aldob
ZNF346,Zfp346
PRODH2,Prodh2
HIST1H2AD,Hist1h2ab
ARHGAP9,Arhgap9
CEP126,Cep126
TECPR1,Tecpr1
ZDHHC22,Zdhhc22
PCDHGA5,Pcdhga5
FNBP1L,
HFE2,Hfe2
RPL27A,Rpl27a
HIST1H1B,
ERVFRD-1,Synb
CARD9,Card9
RILP,Rilp
LAP3,Lap3
NMNAT3,
ZNF551,Zfp551
ZNF586,
RAB2A,Rab2a
C1QTNF6,C1qtnf6
DDHD2,Ddhd2
ICAM2,Icam2
OSBPL1A,Osbpl1a
ATXN10,Atxn10
RPL22L1,
SIGLEC15,Siglec15
UTP18,Utp18
CALD1,
HACD1,Hacd1
AKNA,Akna
NUCB2,Nucb2
VWA3B,Vwa3b
ZFAND4,Zfand4
NGLY1,Ngly1
AMT,Amt
SRRD,Srrd
CRIP2,
HRCT1,
METTL21C,Mettl21c
THBS3,Thbs3
TEX2,Tex2
PEA15,Pea15a
OAF,Oaf
LMNTD1,Lmntd1
ENHO,Enho
CBY3,Cby3
SLC2A4RG,
STT3A,Stt3a
RAB40B,Rab40b
ZMAT4,Zmat4
ZNF169,Zfp169
UBXN2B,Ubxn2b
BRI3BP,Bri3bp
APOBEC4,Apobec4
NDUFA5,Ndufa5
ARMC4,Armc4
RMDN3,Rmdn3
RNF32,Rnf32
COA3,Coa3
GNA15,Gna15
IRF2BP2,Irf2bp2
TMEM238,Tmem238
WDR53,Wdr53
RIOK3,Riok3
EIF3I,Eif3i
BHLHE40,Bhlhe40
SMYD4,Smyd4
BCAM,Bcam
G6PD,G6pdx
PMM2,Pmm2
SERINC5,Serinc5
ERCC6-PGBD3,
GNL3L,Gnl3l
SDSL,Sdsl
CCDC91,Ccdc91
PARP1,Parp1
VAPB,Vapb
HIGD1A,Higd1a
TMEM121,Tmem121
CDH22,Cdh22
OR2M2,
SFTPB,Sftpb
ALAD,Alad
CRYBG1,Crybg1
NCAM1,Ncam1
LIN7B,Lin7b
OPN5,Opn5
C11H2orf71,BC027072
PLA2G4C,Pla2g4c
SAR1B,Sar1b
ZBTB49,Zbtb49
SLC35F2,Slc35f2
NRCAM,Nrcam
TMEM225,Tmem225
ZG16,Zg16
LMTK3,Lmtk3
OSMR,Osmr
FAM103A1,Fam103a1
TPM1,
ATP5O,Atp5o
DHX9,Dhx9
TBCA,Tbca
GOLGA6D,
ITGBL1,Itgbl1
CARTPT,Cartpt
YBX2,Ybx2
SEMA4F,Sema4f
SETD3,Setd3
LACTB2,Lactb2
PARP11,Parp11
CALR,Calr
C3H1orf194,1700013F07Rik
PCBD1,Pcbd1
NEK11,Nek11
TBC1D15,Tbc1d15
UBE3D,Ube2cbp
DUSP15,Dusp15
PHB2,Phb2
UAP1L1,Uap1l1
NUDC,Nudc
RAB28,Rab28
CYP2W1,Cyp2w1
DACT3,Dact3
CAMK1,Camk1
HIST1H2BC,Hist1h2bg
SCO1,Sco1
UBL5,Ubl5
RASA4,Rasa4
FAM186B,Fam186b
KRT72,Krt72
LRP3,Lrp3
NDST4,Ndst4
HADHA,Hadha
PRR18,Prr18
CCDC175,Ccdc175
RBL2,Rbl2
RALGPS2,Ralgps2
SLC25A39,Slc25a39
ASH1L,Ash1l
FBLIM1,Fblim1
RCL1,Rcl1
HLA-DPB1,
ZNF154,
NUFIP2,Nufip2
ADRB3,Adrb3
TRIM3,Trim3
SWI5,Swi5
SLC2A13,Slc2a13
BCL11B,Bcl11b
TMEM35A,Tmem35a
GDI2,Gdi2
UQCR11,Uqcr11
ODAPH,Odaph
PAFAH1B2,Pafah1b2
JOSD1,
VSNL1,Vsnl1
INPP5B,Inpp5b
S100A16,S100a16
SLC47A1,Slc47a1
PGD,Pgd
CD84,Cd84
RPS5,Rps5
TLN1,Tln1
CCER1,Ccer1
RELA,Rela
NPPB,
RYR1,Ryr1
BACH2,Bach2
HOXC10,Hoxc10
ATG9B,Atg9b
LOC102723900,
DCUN1D5,Dcun1d5
SINHCAF,Fam60a
ISM2,
DIAPH3,Diaph3
SUSD3,Susd3
ETS1,Ets1
RLN3,Rln3
NCOA5,Ncoa5
CCNB1,Ccnb1-ps
TEF,Tef
HYAL3,Hyal3
DOCK11,Dock11
SHBG,Shbg
UTP23,Utp23
HIST1H4L,Hist1h4n
CARD19,Card19
TUBGCP2,Tubgcp2
IQCF5,Iqcf5
CNOT1,Cnot1
ALG6,Alg6
GRM8,Grm8
COX2,mt-Co2
ORAI3,Orai3
STK10,Stk10
OR11H4,Olfr749
SBF2,Sbf2
PTPN12,Ptpn12
DUPD1,Dupd1
STPG3,Stpg3
CFAP36,Cfap36
VSX1,Vsx1
TLX1NB,
CCR3,Ccr3
HYKK,Hykk
PRKAR2B,Prkar2b
CD300H,
TMEM202,Tmem202
COL5A2,Col5a2
CNIH2,Cnih2
EGR2,Egr2
CARMIL1,Carmil1
STN1,Stn1
DERL2,Derl2
PXK,Pxk
RPL17-C18orf32,Gm10362
SERPINI2,Serpini2
PSMB1,Psmb1
BTN2A2,Btn2a2
NSDHL,Nsdhl
NTNG2,Ntng2
DZIP1,Dzip1
MYADM,Myadm
GPC2,Gpc2
C19H17orf100,4930563E22Rik
TAB2,Tab2
PUS10,Pus10
INVS,Invs
DOK5,Dok5
PTPN11,Ptpn11
OR2M3,Olfr164
MOK,Mok
GRIN2C,Grin2c
SIK3,Sik3
PNPO,Pnpo
IGF2BP3,Igf2bp3
MRPL16,Mrpl16
SEC24D,Sec24d
FNDC5,Fndc5
HEY2,Hey2
SETDB1,Setdb1
KHK,Khk
C10H14orf119,1700123O20Rik
PRPF40B,Prpf40b
USP42,Usp42
EFNA4,Efna4
ND6,mt-Nd6
BCL2L15,Bcl2l15
GAST,Gast
CTSA,Ctsa
PRICKLE4,Prickle4
FANCC,Fancc
SELENOP,Selenop
CGAS,Mb21d1
UBE2D4,Ube2d2b
SMOC1,Smoc1
TMED1,Tmed1
TNNI2,Tnni2
OR5L2,Olfr1156
CGRRF1,Cgrrf1
EN2,En2
LOC101928624,
EDDM3B,Eddm3b
PLA2G4F,Pla2g4f
BAK1,Bak1
MAST1,Mast1
MPZL3,Mpzl3
DCAF16,
NOMO3,Nomo1
PARP16,Parp16
RETNLB,Retnlb
TOGARAM1,Togaram1
ALKBH4,Alkbh4
CMTM8,Cmtm8
OR4D10,Olfr1424
MUC6,Muc6
PPARGC1B,Ppargc1b
NPC1L1,Npc1l1
PIGP,Pigp
RSBN1,Rsbn1
C8orf31,
DPY30,Dpy30
CIDEA,Cidea
AK6,Ak6
MMP25,Mmp25
FAP,Fap
HEPACAM,Hepacam
RTBDN,Rtbdn
EPX,Epx
SYBU,Sybu
ZC2HC1C,Zc2hc1c
PGLYRP2,Pglyrp2
CTDSPL2,Ctdspl2
CD40LG,Cd40lg
SPATS2L,Spats2l
RAB5C,Rab5c
VIPR2,Vipr2
C12H3ORF67,
CEP83,Cep83
AP1M2,Ap1m2
TMEM225B,
VRTN,Vrtn
SLC4A7,Slc4a7
EED,Eed
CTF1,Ctf1
CACNG2,Cacng2
NEDD4,
HTR1F,Htr1f
NUDT1,Nudt1
PLAUR,Plaur
KCTD20,Kctd20
SLITRK4,Slitrk4
SOWAHC,Sowahc
TMEM251,Tmem251
MMP27,Mmp27
PKP2,Pkp2
F2R,F2r
CSF1R,Csf1r
SEBOX,Sebox
HIST1H2BB,Hist1h2bb
LOC100287651,
FHL1,Fhl1
KDELR1,Kdelr1
MTRF1,Mtrf1
ZNRD1,Znrd1
C18H17ORF67,Gm525
LSMEM1,Lsmem1
ISG20L2,Isg20l2
HES6,Hes6
NR2F1,Nr2f1
ANKRD17,Ankrd17
TOX4,Tox4
SCIN,Scin
SRSF11,Srsf11
RTN1,Rtn1
CCT6B,Cct6b
MROH5,
KLHL35,Klhl35
ASPHD2,Asphd2
BRAF,Braf
ARHGEF11,Arhgef11
PFAS,Pfas
LCLAT1,Lclat1
C25H16orf72,1810013L24Rik
SFI1,Sfi1
CCDC7,Ccdc7b
KHDC3L,Khdc3
MBIP,Mbip
CYP3A7-CYP3A51P,
BRIP1,Brip1
COQ7,Coq7
NDUFB1,Ndufb1-ps
ZNF506,
MAL2,Mal2
INTS5,Ints5
DYRK2,Dyrk2
FZD4,Fzd4
SLC16A3,Slc16a3
ABCC2,Abcc2
RUNDC3B,Rundc3b
CD248,Cd248
PEX3,Pex3
RNF150,Rnf150
BRINP2,Brinp2
CD38,Cd38
ZBP1,Zbp1
GNG12,Gng12
GPIHBP1,
COX18,Cox18
DSCAM,Dscam
MEF2D,Mef2d
NLGN1,Nlgn1
ZNF224,
PRSS44,
PPP1CB,Ppp1cb
PSMA2,Psma2
EHD2,Ehd2
CACNG4,Cacng4
CCDC149,Ccdc149
ULBP3,
HIST3H3,
SPPL3,Sppl3
MAPK12,Mapk12
PEX11A,Pex11a
RCN3,Rcn3
NUBP1,Nubp1
AGMAT,Agmat
NTN1,Ntn1
MAT2A,Mat2a
LAPTM5,Laptm5
MXI1,Mxi1
TPMT,Tpmt
H2BFM,H2bfm
RNF148,Rnf148
CD302,Cd302
CCDC181,Ccdc181
FAM83F,Fam83f
PEX5,Pex5
RASL10B,Rasl10b
TAS2R8,
SSBP3,Ssbp3
MAN2A1,Man2a1
SPATA33,Spata33
NANOGNB,
ZC3H14,Zc3h14
DECR2,Decr2
RMDN1,Rmdn1
SRSF12,
EMB,Emb
HHEX,Hhex
LMO7,Lmo7
ATOX1,Atox1
BTLA,Btla
TMF1,Tmf1
BRINP3,Brinp3
CTSD,Ctsd
FAIM,Faim
TGIF1,Tgif1
PLEKHG4,Plekhg4
DRAM2,Dram2
NAA35,Naa35
SULF1,Sulf1
FAM105A,Fam105a
QRICH1,Qrich1
THEG5,
T,T
SRA1,Sra1
TADA2B,Tada2b
LOC100996405,
GIPC2,Gipc2
BCL2,Bcl2
COPG2,Copg2
ZNF442,Zfp971
SNTA1,Snta1
CDK6,Cdk6
PHOX2A,Phox2a
SH3RF3,Sh3rf3
BMP7,Bmp7
RIPK4,Ripk4
TPTE2,Tpte
NBN,Nbn
NDUFV1,Ndufv1
TLR4,Tlr4
SPATA31C2,
RLN1,Rln1
DTX4,Dtx4
IPPK,Ippk
SLC35G1,Slc35g1
ZBTB11,Zbtb11
CASP1,Casp1
PLCB3,Plcb3
C17h6orf52,
TXNL4A,Txnl4a
RNF144B,Rnf144b
HAS2,Has2
LPCAT1,Lpcat1
NDUFA6,Ndufa6
B3GNT3,B3gnt3
CYB561,Cyb561
PRRX1,Prrx1
RAB2B,Rab2b
ZP3,Zp3
KLF11,Klf11
LDB2,Ldb2
SPOCK2,Spock2
ENDOV,Endov
KCNIP4,Kcnip4
CD46,Cd46
GABRA1,Gabra1
ATF1,Atf1-ps
TPPP3,Tppp3
GAS2L1,Gas2l1
LCN15,Gm33749
PWP1,Pwp1
CLDN23,Cldn23
SOX7,Sox7
PSD,Psd
HNMT,Hnmt
AGBL5,Agbl5
SFTPC,Sftpc
TMOD1,Tmod1
KRTAP9-2,
RNF34,Rnf34
C29H11orf86,2010003K11Rik
KIAA0825,2210408I21Rik
SRGN,
ICOS,Icos
C6H10ORF71,3425401B19Rik
OR8J1,
BUD31,
ZNF234,
PLEKHM3,Plekhm3
MTRR,Mtrr
NTS,Nts
HTATSF1,Htatsf1
NRG2,Nrg2
ANKRD65,Ankrd65
VEPH1,Veph1
TRAPPC9,Trappc9
VEGFD,Vegfd
MTBP,Mtbp
NRIP2,Nrip2
CATSPERZ,Catsperz
DPH6,Dph6
COTL1,Cotl1
PLD1,Pld1
NPRL2,Nprl2
PSG3,
TNFRSF21,Tnfrsf21
NODAL,Nodal
GAPDHS,Gapdhs
MIOX,Miox
FKBP3,Fkbp3
CNTN2,Cntn2
SLC25A35,Slc25a35
ARHGEF28,Arhgef28
ULK3,Ulk3
XKRY2,
RSU1,Rsu1
UBE2G2,Ube2g2
TDRP,Tdrp
RGS4,Rgs4
DYNLL2,Dynll2
IGSF11,Igsf11
ERICH6B,Erich6b
NBAS,Nbas
TUBB8,
ASAP2,Asap2
FNDC3A,Fndc3a
RAB11B,Rab11b
STK32B,Stk32b
LGR6,Lgr6
ABTB1,Abtb1
FAM69C,Fam69c
SLC25A11,Slc25a11
ADAP2,Adap2
PIGX,Pigx
EIF3A,Eif3a
SKP2,Skp2
ADM2,Adm2
HELLS,Hells
SF3B6,Sf3b6
GON4L,Gon4l
SH2D3C,Sh2d3c
IPO11,Ipo11
TNFAIP3,Tnfaip3
PAQR6,Paqr6
GPR22,Gpr22
CCT5,Cct5
GNB2,Gnb2
RHOT1,Rhot1
GKAP1,Gkap1
TRIP6,Trip6
STAB2,Stab2
POT1,Pot1a
RPL28,Rpl28
COX6A2,Cox6a2
MTMR12,Mtmr12
KSR2,Ksr2
SPDYA,Spdya
E2F3,E2f3
ARHGEF37,Arhgef37
PRAF2,Praf2
ST7L,St7l
GAPT,Gapt
MAP3K15,Map3k15
RFFL,Rffl
RELN,Reln
ASB6,Asb6
IVL,
BRSK1,Brsk1
TBR1,Tbr1
PDCD2L,Pdcd2l
AMOTL2,Amotl2
SERPINE3,Serpine3
LINGO3,Lingo3
CDK15,Cdk15
MTURN,
PDPR,Pdpr
AGTR1,Agtr1a
ZNF569,Zfp74
EPS8,Eps8
TSC22D1,Tsc22d1
KBTBD12,Kbtbd12
TMED3,Tmed3
SV2C,Sv2c
C19orf66,A230050P20Rik
NDUFS2,Ndufs2
PON3,Pon3
LEPR,Lepr
ZNF280D,Zfp280d
AOC1,Aoc1
PHC1,Phc1
ARNT2,Arnt2
RND3,Rnd3
ZNF532,
COL9A3,Col9a3
PPP1R14B,Ppp1r14b
FLNB,Flnb
BLNK,Blnk
IRF6,Irf6
ZNF740,
SLC10A6,Slc10a6
SPG21,Spg21
LRRC66,Lrrc66
TEX11,Tex11
SEC61B,Sec61b
KIN,Kin
RUNDC3A,Rundc3a
TMEM159,Tmem159
BBS7,Bbs7
GDF3,Gdf3
ITSN1,Itsn1
BPNT1,Bpnt1
UCMA,Ucma
UPF2,Upf2
RAB33A,Rab33a
ATG16L1,Atg16l1
DUSP21,
BRICD5,Bricd5
BBOX1,Bbox1
GOLGA8R,
KRT20,Krt20
MCRIP1,Mcrip1
EVL,Evl
KLF6,Klf6
ABCG2,Abcg2
ZRANB1,Zranb1
H3F3B,H3f3b
WDR25,Wdr25
CENPF,Cenpf
ARX,Arx
NUP88,Nup88
SOX5,Sox5
BAG6,Bag6
ENPEP,Enpep
CACNA2D1,Cacna2d1
FZD8,Fzd8
SLC8A3,Slc8a3
C7H5orf15,9530068E07Rik
RHAG,Rhag
MARCKSL1,Marcksl1
MAN2B2,Man2b2
ZSCAN4,
LOC101929805,
FOXO1,Foxo1
ZNF732,
PTPRQ,Ptprq
UBE2I,Ube2i
HOXD9,Hoxd9
FOXD4L6,
ACPP,Acpp
PPP1R9B,Ppp1r9b
ATP1B1,Atp1b1
SEC22B,Sec22b
DNAJB11,Dnajb11
KMT2C,Kmt2c
SURF6,Surf6
HIST1H3I,Hist1h3e
AKR1B10,Akr1b8
PCLAF,Pclaf
CPLX1,Cplx1
DCUN1D3,Dcun1d3
LRPPRC,Lrpprc
PRTN3,Prtn3
TRIM44,Trim44
EMID1,Emid1
CLN3,Cln3
ANKS1A,Anks1
IL2RB,Il2rb
ESYT1,Esyt1
LOC102723955,
DDX53,
DDX39B,Ddx39b
SEPHS2,Sephs2
GJB3,Gjb3
PATL2,Patl2
SCYL3,Scyl3
SETD2,Setd2
SALL2,Sall2
PTGES3,Ptges3-ps
NEUROG2,Neurog2
TSFM,Tsfm
P2RY13,P2ry13
PPP1R35,Ppp1r35
OR6C3,Olfr803
POTED,
TLCD2,Tlcd2
RBMY1J,
NAT9,Nat9
CRYGS,Crygs
DIMT1,Dimt1
EXOC1,Exoc1
OVCH1,
LZTS3,Lzts3
P2RX1,P2rx1
RBM5,Rbm5
LRMP,Lrmp
GOLGA2,Golga2
AHSP,
AXIN1,Axin1
EVI2B,Evi2b
HOXD13,Hoxd13
KL,Kl
HAS3,Has3
C1QL4,C1ql4
SHH,Shh
SNW1,Snw1
ZNF300,
RIDA,Rida
HFM1,Hfm1
NDUFS6,Ndufs6
SUSD5,Susd5
MBNL1,Mbnl1
HAGHL,Haghl
H2AFY,H2afy
FAM3C,Fam3c
ZNF519,Zfp386
SEPT2,Sept2
CWC15,Cwc15
SMOC2,Smoc2
LIMD2,Limd2
PON1,Pon1
PHF11,Phf11d
KIF26A,Kif26a
AACS,Aacs
ANKRD2,Ankrd2
GLCCI1,Glcci1
MKI67,Mki67
RGS18,Rgs18
KLHL22,Klhl22
HIST1H2AG,Hist1h2an
FOCAD,Focad
PRICKLE1,Prickle1
NFE2,Nfe2
RASAL3,Rasal3
BSN,Bsn
RETREG3,Retreg3
DCLK3,Dclk3
GABRQ,Gabrq
TACC2,Tacc2
MAGEF1,
RPS28,Rps28
OXSR1,Oxsr1
OR51A4,
CT45A9,
BAD,Bad
CARM1,Carm1
SUMO1,Sumo1
SKOR1,
ACOT7,Acot7
LOC100996598,
ZNF627,Zfp867
RNASE4,Rnase4
MAP3K11,Map3k11
DNAH8,Dnah8
ANXA11,Anxa11
ALDH16A1,Aldh16a1
SUPT6H,Supt6
WTIP,Wtip
